"NDB_No"|"FdGrp_Cd"|"Long_Desc"|"Shrt_Desc"|"ComName"|"ManufacName"
"14157"|"1400"|"Carbonated beverage, root beer"|"CARBONATED BEV,ROOT BEER"|"soft drink, pop, soda"|
"14158"|"1400"|"Alcoholic Beverage, wine, table, red, Gamay"|"ALCOHOLIC BEV,WINE,TABLE,RED,GAMAY"||
"14159"|"1400"|"Alcoholic Beverage, wine, table, red, Mouvedre"|"ALCOHOLIC BEV,WINE,TABLE,RED,MOUVEDRE"||
"14166"|"1400"|"Carbonated beverage, low calorie, cola or pepper-types, with sodium saccharin, contains caffeine"|"CARBONATED BEV,LO CAL,COLA OR PEPR,W/ NA SACC,CONTAINS CAFFN"|"soft drink, pop, soda"|
"14168"|"1400"|"Carob-flavor beverage mix, powder"|"CAROB-FLAVOR BEV MIX,PDR"||
"14169"|"1400"|"Carob-flavor beverage mix, powder, prepared with whole milk"|"CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK"||
"14175"|"1400"|"Chocolate-flavor beverage mix for milk, powder, without added nutrients"|"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,WO/ ADDED NUTR"||
"14177"|"1400"|"Chocolate-flavor beverage mix, powder, prepared with whole milk"|"CHOCOLATE-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK"||
"14181"|"1400"|"Chocolate syrup"|"CHOCOLATE SYRUP"||
"14182"|"1400"|"Chocolate syrup, prepared with whole milk"|"CHOCOLATE SYRUP,PREP W/ WHL MILK"||
"14187"|"1400"|"Clam and tomato juice, canned"|"CLAM&TOMATO JUC,CND"||
"14192"|"1400"|"Cocoa mix, powder"|"COCOA MIX,PDR"|"hot chocolate"|
"14194"|"1400"|"Cocoa mix, powder, prepared with water"|"COCOA MIX,PDR,PREP W/ H2O"|"hot chocolate"|
"14195"|"1400"|"Cocoa mix, NESTLE, Hot Cocoa Mix Rich Chocolate With Marshmallows"|"COCOA MIX,NESTLE,HOT COCOA MIX RICH CHOC W/ MARSHMALLOWS"|"hot chocolate"|"Nestle USA, Inc."
"14196"|"1400"|"Cocoa mix, no sugar added, powder"|"COCOA MIX,NO SUGAR ADDED,PDR"|"hot chocolate"|
"14197"|"1400"|"Cocoa mix, NESTLE, Rich Chocolate Hot Cocoa Mix"|"COCOA MIX,NESTLE,RICH CHOC HOT COCOA MIX"|"hot chocolate"|"Nestle USA, Inc."
"14201"|"1400"|"Coffee, brewed from grounds, prepared with tap water, decaffeinated"|"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED"||
"14202"|"1400"|"Coffee, brewed, espresso, restaurant-prepared, decaffeinated"|"COFFEE,BREWED,ESPRESSO,REST-PREP,DECAFFEINATED"||
"14203"|"1400"|"Coffee, instant, regular, powder, half the caffeine"|"COFFEE,INST,REG,PDR,HALF THE CAFFEINE"||
"14204"|"1400"|"Coffee and cocoa (mocha) powder, with whitener and low calorie sweetener, decaffeinated"|"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED"||
"14209"|"1400"|"Coffee, brewed from grounds, prepared with tap water"|"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O"||
"14210"|"1400"|"Coffee, brewed, espresso, restaurant-prepared"|"COFFEE,BREWED,ESPRESSO,REST-PREP"||
"14214"|"1400"|"Coffee, instant, regular, powder"|"COFFEE,INST,REG,PDR"||
"14215"|"1400"|"Coffee, instant, regular, prepared with water"|"COFFEE,INST,REG,PREP W/H2O"||
"14218"|"1400"|"Coffee, instant, decaffeinated, powder"|"COFFEE,INST,DECAFFEINATED,PDR"||
"14219"|"1400"|"Coffee, instant, decaffeinated, powder, prepared with water"|"COFFEE,INST,DECAFFEINATED,PDR,PREP W/H2O"||
"14222"|"1400"|"Coffee, instant, with chicory, powder"|"COFFEE,INST,W/CHICORY,PDR"||
"14223"|"1400"|"Coffee, instant, with chicory, prepared with water"|"COFFEE,INST,W/ CHICORY,PREP W/ H2O"||
"14224"|"1400"|"Coffee, instant, with sugar, mocha-flavor, powder"|"COFFEE,INST,W/SUGAR,MOCHA-FLAVOR,PDR"||
"14228"|"1400"|"Coffee, instant, with sugar, cappuccino-flavor powder"|"COFFEE,INST,W/SUGAR,CAPPUCCINO-FLAVOR PDR"||
"14229"|"1400"|"Coffee, instant, with sugar, french-flavor, powder"|"COFFEE,INST,W/SUGAR,FRENCH-FLAVOR,PDR"||
"14236"|"1400"|"Coffee substitute, cereal grain beverage, powder"|"COFFEE SUB,CRL GRAIN BEV,PDR"||
"14237"|"1400"|"Coffee substitute, cereal grain beverage, prepared with water"|"COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O"||
"14238"|"1400"|"Cranberry-apple juice drink, bottled"|"CRANBERRY-APPLE JUC DRK,BTLD"||
"14240"|"1400"|"Cranberry-apricot juice drink, bottled"|"CRANBERRY-APRICOT JUC DRK,BTLD"||
"14241"|"1400"|"Cranberry-grape juice drink, bottled"|"CRANBERRY-GRAPE JUC DRK,BTLD"||
"14242"|"1400"|"Cranberry juice cocktail, bottled"|"CRANBERRY JUC COCKTAIL,BTLD"||
"14243"|"1400"|"Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener"|"CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR"||
"14245"|"1400"|"Eggnog-flavor mix, powder, prepared with whole milk"|"EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK"||
"14262"|"1400"|"Citrus fruit juice drink, frozen concentrate"|"CITRUS FRUIT JUC DRK,FRZ CONC"||
"14263"|"1400"|"Citrus fruit juice drink, frozen concentrate, prepared with water"|"CITRUS FRUIT JUC DRK,FRZ CONC,PREP W/H2O"||
"14264"|"1400"|"Fruit punch drink, without added nutrients, canned"|"FRUIT PUNCH DRK,WO/ ADDED NUTR,CND"||
"14267"|"1400"|"Fruit punch drink, with added nutrients, canned"|"FRUIT PUNCH DRK,W/ ADDED NUTR,CND"||
"14268"|"1400"|"Fruit punch drink, frozen concentrate"|"FRUIT PUNCH DRK,FRZ CONC"||
"14269"|"1400"|"Fruit punch drink, frozen concentrate, prepared with water"|"FRUIT PUNCH DRK,FRZ CONC,PREP W/H2O"||
"14277"|"1400"|"Grape drink, canned"|"GRAPE DRINK,CANNED"||
"14282"|"1400"|"Grape juice drink, canned"|"GRAPE JUICE DRINK,CANNED"||
"14287"|"1400"|"Lemonade, powder"|"LEMONADE,POWDER"||
"14288"|"1400"|"Lemonade, powder, prepared with water"|"LEMONADE,PDR,PREP W/H2O"||
"14289"|"1400"|"Lemonade, low calorie, with aspartame, powder"|"LEMONADE,LO CAL,W/ASPRT,PDR"||
"14290"|"1400"|"Lemonade, low calorie, with aspartame, powder, prepared with water"|"LEMONADE,LO CAL,W/ASPRT,PDR,PREP W/H2O"||
"14292"|"1400"|"Lemonade, frozen concentrate, white"|"LEMONADE,FRZ CONC,WHITE"||
"14293"|"1400"|"Lemonade, frozen concentrate, white, prepared with water"|"LEMONADE,FRZ CONC,WHITE,PREP W/H2O"||
"14296"|"1400"|"Lemonade-flavor drink, powder"|"LEMONADE-FLAVOR DRK,PDR"||
"14297"|"1400"|"Lemonade-flavor drink, powder, prepared with water"|"LEMONADE-FLAVOR DRK,PDR,PREP W/H2O"||
"14302"|"1400"|"Limeade, frozen concentrate"|"LIMEADE,FRZ CONC"||
"14303"|"1400"|"Limeade, frozen concentrate, prepared with water"|"LIMEADE,FRZ CONC,PREP W/H2O"||
"14305"|"1400"|"Malt beverage"|"MALT BEVERAGE"||
"14309"|"1400"|"Malted drink mix, natural, with added nutrients, powder"|"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR"||
"14310"|"1400"|"Malted drink mix, natural, with added nutrients, powder, prepared with whole milk"|"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR,PREP W/ WHL MILK"||
"14311"|"1400"|"Malted drink mix, natural, powder"|"MALTED DRK MIX,NAT,PDR"||
"14312"|"1400"|"Malted drink mix, natural, powder, prepared with whole milk"|"MALTED DRK MIX,NAT,PDR,PREP W/ WHL MILK"||
"14315"|"1400"|"Malted drink mix, chocolate, with added nutrients, powder"|"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR"||
"14316"|"1400"|"Malted drink mix, chocolate, with added nutrients, powder, prepared with whole milk"|"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK"||
"14317"|"1400"|"Malted drink mix, chocolate, powder"|"MALTED DRK MIX,CHOC,PDR"||
"14318"|"1400"|"Malted drink mix, chocolate, powder, prepared with whole milk"|"MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK"||
"14323"|"1400"|"Orange drink, canned, with added vitamin C"|"ORANGE DRK,CND,W/ ADDED VIT C"||
"14327"|"1400"|"Orange and apricot juice drink, canned"|"ORANGE&APRICOT JUC DRK,CND"||
"14334"|"1400"|"Pineapple and grapefruit juice drink, canned"|"PINEAPPLE&GRAPEFRUIT JUC DRK,CND"||
"14341"|"1400"|"Pineapple and orange juice drink, canned"|"PINEAPPLE&ORANGE JUC DRK,CND"||
"14346"|"1400"|"Shake, fast food, chocolate"|"SHAKE,FAST FOOD,CHOCOLATE"||
"14347"|"1400"|"Shake, fast food, vanilla"|"SHAKE,FAST FOOD,VANILLA"||
"14350"|"1400"|"Strawberry-flavor beverage mix, powder"|"STRAWBERRY-FLAVOR BEV MIX,PDR"||
"14351"|"1400"|"Strawberry-flavor beverage mix, powder, prepared with whole milk"|"STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK"||
"14352"|"1400"|"Tea, brewed, prepared with tap water, decaffeinated"|"TEA,BREWED,PREP W/TAP H2O,DECAFFEINATED"|"black tea"|
"14353"|"1400"|"Tea, instant, unsweetened, powder, decaffeinated"|"TEA,INST,UNSWTND,PDR,DECAFFEINATED"||
"14355"|"1400"|"Tea, brewed, prepared with tap water"|"TEA,BREWED,PREP W/TAP H2O"|"black tea"|
"14356"|"1400"|"Tea, instant, sweetened with sodium saccharin, lemon-flavored, powder, decaffeinated"|"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAV,PDR,DECAFFEINATED"||
"14357"|"1400"|"Tea, instant, sweetened with sugar, lemon-flavored, without added ascorbic acid, powder,  decaffeinated"|"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED"||
"14366"|"1400"|"Tea, instant, unsweetened, powder"|"TEA,INST,UNSWTND,PDR"||
"14367"|"1400"|"Tea, instant, unsweetened, powder, prepared"|"TEA,INST,UNSWTND,PDR,PREP"||
"14368"|"1400"|"Tea, instant, unsweetened, lemon-flavored, powder"|"TEA,INST,UNSWTND,LEMON-FLAVORED,PDR"||
"14370"|"1400"|"Tea, instant, sweetened with sugar, lemon-flavored, without added ascorbic acid, powder"|"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR"||
"14371"|"1400"|"Tea, instant, sweetened with sugar, lemon-flavored, without added ascorbic acid, powder, prepared"|"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR,PREP"||
"14375"|"1400"|"Tea, instant, sweetened with sodium saccharin, lemon-flavored, powder"|"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PDR"||
"14376"|"1400"|"Tea, instant, sweetened with sodium saccharin, lemon-flavored, prepared"|"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PREP"||
"14381"|"1400"|"Tea, herb, other than chamomile, brewed"|"TEA,HERB,OTHER THAN CHAMOMILE,BREWED"||
"14383"|"1400"|"Sports drink, fruit-flavored, low calorie, ready-to-drink"|"SPORTS DRK,FRUIT-FLAVORED,LO CAL,RTD"|"thirst quencher"|
"14384"|"1400"|"Water, bottled, PERRIER"|"WATER,BTLD,PERRIER"||"Nestle Waters North America Inc."
"14385"|"1400"|"Water, bottled, POLAND SPRING"|"WATER,BTLD,POLAND SPRING"||"Nestle Waters North America Inc."
"14390"|"1400"|"Cocoa mix, with aspartame, powder, prepared with water"|"COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O"|"hot chocolate"|
"14400"|"1400"|"Carbonated beverage, cola, contains caffeine"|"CARBONATED BEV,COLA,CONTAINS CAFFEINE"|"soft drink, pop, soda"|
"14405"|"1400"|"Fruit punch juice drink, frozen concentrate"|"FRUIT PUNCH JUC DRK,FRZ CONC"||
"14406"|"1400"|"Fruit punch juice drink, frozen concentrate, prepared with water"|"FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O"||
"14407"|"1400"|"Orange-flavor drink, breakfast type, powder"|"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR"||
"14408"|"1400"|"Orange-flavor drink, breakfast type, powder, prepared with water"|"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR,PREP W/ H2O"||
"14409"|"1400"|"Orange-flavor drink, breakfast type, low calorie, powder"|"ORANGE-FLAVOR DRK,BRKFST TYPE,LO CAL,PDR"||
"14411"|"1400"|"Water, tap, drinking"|"WATER,TAP,DRINKING"||
"14412"|"1400"|"Water, tap, well"|"WATER,TAP,WELL"||
"14414"|"1400"|"Alcoholic beverage, liqueur, coffee, 53 proof"|"ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF"||
"14415"|"1400"|"Alcoholic beverage, liqueur, coffee with cream, 34 proof"|"ALCOHOLIC BEV,LIQUEUR,COFFEE W/CRM,34 PROOF"||
"14416"|"1400"|"Carbonated beverage, low calorie, cola or pepper-type, with aspartame, contains caffeine"|"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF"|"soft drink, pop, soda"|
"14421"|"1400"|"Coffee substitute, cereal grain beverage, powder, prepared with whole milk"|"COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK"||
"14422"|"1400"|"Dairy drink mix, chocolate, reduced calorie, with low-calorie sweeteners, powder"|"DAIRY DRK MIX,CHOC,RED CAL,W/ LOW-CALORIE SWEETENERS,PDR"||
"14423"|"1400"|"Dairy drink mix, chocolate, reduced calorie, with aspartame, powder, prepared with water and ice"|"DAIRY DRK MIX,CHOC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE"||
"14424"|"1400"|"Orange-flavor drink, breakfast type, with pulp, frozen concentrate"|"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC"||
"14425"|"1400"|"Orange-flavor drink, breakfast type, with pulp, frozen concentrate, prepared with water"|"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O"||
"14426"|"1400"|"Orange drink, breakfast type, with juice and pulp, frozen concentrate"|"ORANGE DRK,BRKFST TYPE,W/ JUC & PULP,FRZ CONC"||
"14427"|"1400"|"Orange drink, breakfast type, with juice and pulp, frozen concentrate, prepared with water"|"ORANGE DRK,BRKFST TYPE,W/JUC&PULP,FRZ CONC,PREP W/H2O"||
"14428"|"1400"|"Shake, fast food, strawberry"|"SHAKE,FAST FD,STRAWBERRY"||
"14429"|"1400"|"Water, tap, municipal"|"WATER,TAP,MUNICIPAL"||
"14430"|"1400"|"Cranberry juice cocktail, frozen concentrate"|"CRANBERRY JUC COCKTAIL,FRZ CONC"||
"14431"|"1400"|"Cranberry juice cocktail, frozen concentrate, prepared with water"|"CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O"||
"14432"|"1400"|"Water, bottled, non-carbonated, DANNON"|"WATER,BTLD,NON-CARBONATED,DANNON"||"The Dannon Company, Inc."
"14433"|"1400"|"Water, bottled, non-carbonated, PEPSI, AQUAFINA"|"WATER,BTLD,NON-CARBONATED,PEPSI,AQUAFINA"||"Pepsi-Cola North America"
"14434"|"1400"|"Water, bottled, non-carbonated, DASANI"|"WATER,BTLD,NON-CARBONATED,DASANI"||"The Coca-Cola Company"
"14435"|"1400"|"Orange breakfast drink, ready-to-drink"|"ORANGE BRKFST DRK,RTD"||
"14436"|"1400"|"Orange breakfast drink, ready-to-drink, with added nutrients"|"ORANGE BRKFST DRK,RTD,W/ ADDED NUTR"||
"14437"|"1400"|"Water, bottled, non-carbonated, CALISTOGA"|"WATER,BTLD,NON-CARBONATED,CALISTOGA"||"Nestle Waters North America Inc."
"14438"|"1400"|"Water, bottled, non-carbonated, CRYSTAL GEYSER"|"WATER,BTLD,NON-CARBONATED,CRYSTAL GEYSER"||"Crystal Geyser Alpine Spring Water"
"14439"|"1400"|"Water, bottled, non-carbonated, NAYA"|"WATER,BTLD,NON-CARBONATED,NAYA"||"NAYA Inc."
"14440"|"1400"|"Water, bottled, non-carbonated, DANNON Fluoride To Go"|"WATER,BTLD,NON-CARBONATED,DANNON FLUORIDE TO GO"||
"14450"|"1400"|"Drink mix, QUAKER OATS, GATORADE, orange flavor, powder"|"DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR"||"Quaker Oats Company - The Gatorade Company,  a unit of Pepsi Co."
"14460"|"1400"|"Sports drink, PEPSICO QUAKER GATORADE, GATORADE, fruit-flavored, ready-to-drink"|"SPORTS DRK,PEPSICO,GATORADE,FRUIT-FLAVORED,RTD"|"thirst quencher"|"Quaker Oats Company - The Gatorade Company,  a unit of Pepsi Co."
"14461"|"1400"|"Sports drink, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink"|"SPORTS DRK,COCA-COLA,POWERADE,LEMON-LIME FLAV,RTD"|"thirst quencher"|"The Coca-Cola Company"
"14462"|"1400"|"QUAKER OATS, PROPEL Fitness Water, fruit-flavored, non-carbonated"|"QUAKER OATS,PROPEL FITNESS H2O,FRUIT-FLAVORED,NON-CARBONATED"|"thirst quencher, sport drink"|
"14475"|"1400"|"Tea, ready-to-drink, ARIZONA iced tea, with lemon flavor"|"TEA,RTD,ARIZONA ICED TEA,W/ LEMON FLAVOR"||"Arizona Beverage Co."
"14476"|"1400"|"Tea, ready-to-drink, LIPTON BRISK iced tea, with lemon flavor"|"TEA,RTD,LIPTON BRISK ICED TEA,W/ LEMON FLAVOR"||"Lipton"
"14530"|"1400"|"Whiskey sour mix, bottled, with added potassium and sodium"|"WHISKEY SOUR MIX,BTLD,W/ K&NA"||
"14531"|"1400"|"Alcoholic beverage, whiskey sour, prepared from item 14530"|"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14530"||
"14532"|"1400"|"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof"|"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 94 PROOF"||
"14533"|"1400"|"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof"|"ALCOHOLIC BEV,DISTILLED,ALL 100 PROOF"||
"14534"|"1400"|"Alcoholic beverage, liqueur, coffee, 63 proof"|"ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF"||
"14536"|"1400"|"Alcoholic beverage, wine, dessert, dry"|"ALCOHOLIC BEV,WINE,DSSRT,DRY"||
"14537"|"1400"|"Carbonated beverage, low calorie, other than cola or pepper, with sodium saccharin, without caffeine"|"CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF"|"soft drink, pop, soda"|
"14538"|"1400"|"Cocoa mix, with aspartame, low calorie, powder, with added calcium phosphorus, without added sodium or vitamin A"|"COCOA MIX,W/ ASPT,LO CAL,PDR,W/ ADD CA P,WO/ ADD NA OR VIT A"||
"14540"|"1400"|"Fruit punch-flavor drink, powder, without added sodium"|"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA"||
"14541"|"1400"|"Fruit punch-flavor drink, powder, without added sodium, prepared with water"|"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA,PREP W/H2O"||
"14542"|"1400"|"Lemonade, frozen concentrate, pink"|"LEMONADE,FRZ CONC,PINK"||
"14543"|"1400"|"Lemonade, frozen concentrate, pink, prepared with water"|"LEMONADE,FRZ CONC,PINK,PREP W/H2O"||
"14544"|"1400"|"Tea, brewed, prepared with distilled water"|"TEA,BREWED,PREP W/DISTILLED H2O"|"black tea"|
"14545"|"1400"|"Tea, herb, chamomile, brewed"|"TEA,HERB,CHAMOMILE,BREWED"||
"14548"|"1400"|"Tea, instant, sweetened with sugar, lemon-flavored, with added ascorbic acid, powder"|"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR"||
"14550"|"1400"|"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof"|"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 86 PROOF"||
"14551"|"1400"|"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof"|"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF"||
"14552"|"1400"|"Carbonated beverage, chocolate-flavored soda"|"CARBONATED BEV,CHOCOLATE-FLAVORED SODA"|"soft drink, pop"|
"14553"|"1400"|"Wine, non-alcoholic"|"WINE,NON-ALCOHOLIC"||
"14555"|"1400"|"Water, bottled, generic"|"WATER,BTLD,GENERIC"||
"14557"|"1400"|"Chocolate-flavor beverage mix for milk, powder, with added nutrients"|"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,W/ ADDED NUTR"||
"14558"|"1400"|"Chocolate-flavor beverage mix for milk, powder, with added nutrients, prepared with whole milk"|"CHOCOLATE-FLAVOR BEV MIX W/ ADDED NUTR,PREP W/ WHL MILK"||
"14559"|"1400"|"Water, bottled, non-carbonated, EVIAN"|"WATER,BTLD,NON-CARBONATED,EVIAN"||"S.A. Evian Co."
"14601"|"1400"|"Tea, ready-to-drink, unsweetened, WENDY'S, fast food, without ice"|"TEA,RTD,UNSWTND,WENDY'S,FAST FD,WO/ ICE"||"Wendy's International, Inc."
"14602"|"1400"|"Alcoholic Beverage, wine, table, red, Merlot"|"ALCOHOLIC BEV,WINE,TABLE,RED,MERLOT"||
"14604"|"1400"|"Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener"|"WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR"||
"14605"|"1400"|"Water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors"|"WATER W/ ADDED VITAMINS & MINERALS,SWTND, FRUIT FLAVORS"||
"14606"|"1400"|"Breakfast type drink, orange flavor, reduced sugar"|"BREAKFAST TYPE DRK,ORANGE FLAVOR,RED SUGAR"||
"14607"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Diet Berry Blend"|"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET BERRY BLEND"||"Campbell Soup Co."
"14608"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Diet Fruit Medley"|"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET FRUIT MEDLEY"||"Campbell Soup Co."
"14609"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Diet Strawberry Kiwi"|"CAMPBELL SOUP COMPANY,V8 SPLASH,DIET STRAWBERRY KIWI"||"Campbell Soup Co."
"14610"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Diet Tropical Blend"|"CAMPBELL SOUP COMPANY,V8 SPLASH,DIET TROPICAL BLEND"||"Campbell Soup Co."
"14611"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Berry Blend"|"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,BERRY BLEND"||"Campbell Soup Co."
"14612"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Fruit Medley"|"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,FRUIT MEDLEY"||"Campbell Soup Co."
"14613"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Guava Passion Fruit"|"CAMPBELL SOUP COMPANY,V8 SPLASH JUC,GUAVA PASSION FRUIT"||"Campbell Soup Co."
"14614"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Mango Peach"|"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,MANGO PEACH"||"Campbell Soup Co."
"14615"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Orange Pineapple"|"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORANGE PNAPPL"||"Campbell Soup Co."
"14616"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Orchard Blend"|"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORCHARD BLEND"||"Campbell Soup Co."
"14617"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Strawberry Banana"|"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY BANANA"||"Campbell Soup Co."
"14618"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Strawberry Kiwi"|"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY KIWI"||"Campbell Soup Co."
"14619"|"1400"|"CAMPBELL Soup Company, V8 SPLASH Juice Drinks, Tropical Blend"|"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,TROPICAL BLEND"||"Campbell Soup Co."
"14620"|"1400"|"CAMPBELL Soup Company, V8 V. FUSION Juices, Peach Mango"|"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,PEACH MANGO"||"Campbell Soup Co."
"14621"|"1400"|"CAMPBELL Soup Company, V8 V. FUSION Juices, Strawberry Banana"|"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,STRAWBERRY BANANA"||"Campbell Soup Co."
"14622"|"1400"|"CAMPBELL Soup Company, V8 V. FUSION Juices, Tropical"|"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,TROPICAL"||"Campbell Soup Co."
"14623"|"1400"|"CAMPBELL Soup Company, V8 V. FUSION Juices, Acai Berry"|"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,ACAI BERRY"||"Campbell Soup Co."
"14624"|"1400"|"Coffee substitute, roasted grain beverage, NATURAL TOUCH KAFFREE ROMA, powder"|"COFFEE SUB,RSTD GRAIN BEV,NAT TOUCH KAFFREE ROMA,PDR"||"Kellogg, Co."
"14625"|"1400"|"Energy drink, AMP"|"ENERGY DRK,AMP"||
"14626"|"1400"|"Energy drink, FULL THROTTLE"|"ENERGY DRK,FULL THROTTLE"||"The Coca-Cola Company"
"14627"|"1400"|"Energy Drink, Monster"|"ENERGY DRK,MONSTER"||
"14628"|"1400"|"Energy drink, AMP, sugar free"|"ENERGY DRK,AMP,SUGAR FREE"||
"14629"|"1400"|"Energy drink, ROCKSTAR"|"ENERGY DRK,ROCKSTAR"||"Rockstar, Inc."
"14630"|"1400"|"Energy drink, ROCKSTAR, sugar free"|"ENERGY DRK,ROCKSTAR,SUGAR FREE"||
"14631"|"1400"|"Beverage, Horchata, dry mix, unprepared, variety of brands, all with morro seeds"|"HORCHATA,DRY MIX,UNPREP,VAR OF BRANDS,ALL W/ MORRO SEEDS"|"Latino food"|
"14632"|"1400"|"Meal supplement drink, NESTLE, SUPLIGEN, canned, peanut flavor"|"MEAL SUPP DRK,NESTLE,SUPLIGEN,CND,PNUT FLAVOR"||
"14633"|"1400"|"Vegetable and fruit juice drink, reduced calorie, with low-calorie sweetener, added vitamin C"|"VEGETABLE & FRUIT JUC DRK,RED CAL,ADDED VIT C"||
"14634"|"1400"|"Ready-to-drink reduced fat milk beverage, flavored and sweetened, with added calcium, vitamin A and vitamin D"|"READY-TO-DRINK RED FAT MILK,FLAV & SWTND,W/CA,VIT A & VIT D"|"Nesquik ready-to-drink"|
