"NDB_No"|"FdGrp_Cd"|"Long_Desc"|"Shrt_Desc"|"ComName"|"ManufacName"
"01001"|"0100"|"Butter, salted"|"BUTTER,WITH SALT"||
"01002"|"0100"|"Butter, whipped, with salt"|"BUTTER,WHIPPED,WITH SALT"||
"01003"|"0100"|"Butter oil, anhydrous"|"BUTTER OIL,ANHYDROUS"||
"01004"|"0100"|"Cheese, blue"|"CHEESE,BLUE"||
"01005"|"0100"|"Cheese, brick"|"CHEESE,BRICK"||
"01006"|"0100"|"Cheese, brie"|"CHEESE,BRIE"||
"01007"|"0100"|"Cheese, camembert"|"CHEESE,CAMEMBERT"||
"01008"|"0100"|"Cheese, caraway"|"CHEESE,CARAWAY"||
"01009"|"0100"|"Cheese, cheddar"|"CHEESE,CHEDDAR"||
"01010"|"0100"|"Cheese, cheshire"|"CHEESE,CHESHIRE"||
"01011"|"0100"|"Cheese, colby"|"CHEESE,COLBY"||
"01012"|"0100"|"Cheese, cottage, creamed, large or small curd"|"CHEESE,COTTAGE,CRMD,LRG OR SML CURD"||
"01013"|"0100"|"Cheese, cottage, creamed, with fruit"|"CHEESE,COTTAGE,CRMD,W/FRUIT"||
"01014"|"0100"|"Cheese, cottage, nonfat, uncreamed, dry, large or small curd"|"CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD"||
"01015"|"0100"|"Cheese, cottage, lowfat, 2% milkfat"|"CHEESE,COTTAGE,LOWFAT,2% MILKFAT"||
"01016"|"0100"|"Cheese, cottage, lowfat, 1% milkfat"|"CHEESE,COTTAGE,LOWFAT,1% MILKFAT"||
"01017"|"0100"|"Cheese, cream"|"CHEESE,CREAM"||
"01018"|"0100"|"Cheese, edam"|"CHEESE,EDAM"||
"01019"|"0100"|"Cheese, feta"|"CHEESE,FETA"||
"01020"|"0100"|"Cheese, fontina"|"CHEESE,FONTINA"||
"01021"|"0100"|"Cheese, gjetost"|"CHEESE,GJETOST"||
"01022"|"0100"|"Cheese, gouda"|"CHEESE,GOUDA"||
"01023"|"0100"|"Cheese, gruyere"|"CHEESE,GRUYERE"||
"01024"|"0100"|"Cheese, limburger"|"CHEESE,LIMBURGER"||
"01025"|"0100"|"Cheese, monterey"|"CHEESE,MONTEREY"||
"01026"|"0100"|"Cheese, mozzarella, whole milk"|"CHEESE,MOZZARELLA,WHL MILK"||
"01027"|"0100"|"Cheese, mozzarella, whole milk, low moisture"|"CHEESE,MOZZARELLA,WHL MILK,LO MOIST"||
"01028"|"0100"|"Cheese, mozzarella, part skim milk"|"CHEESE,MOZZARELLA,PART SKIM MILK"||
"01029"|"0100"|"Cheese, mozzarella, part skim milk, low moisture"|"CHEESE,MOZZARELLA,PART SKIM MILK,LO MOIST"||
"01030"|"0100"|"Cheese, muenster"|"CHEESE,MUENSTER"||
"01031"|"0100"|"Cheese, neufchatel"|"CHEESE,NEUFCHATEL"||
"01032"|"0100"|"Cheese, parmesan, grated"|"CHEESE,PARMESAN,GRATED"||
"01033"|"0100"|"Cheese, parmesan, hard"|"CHEESE,PARMESAN,HARD"||
"01034"|"0100"|"Cheese, port de salut"|"CHEESE,PORT DE SALUT"||
"01035"|"0100"|"Cheese, provolone"|"CHEESE,PROVOLONE"||
"01036"|"0100"|"Cheese, ricotta, whole milk"|"CHEESE,RICOTTA,WHOLE MILK"||
"01037"|"0100"|"Cheese, ricotta, part skim milk"|"CHEESE,RICOTTA,PART SKIM MILK"||
"01038"|"0100"|"Cheese, romano"|"CHEESE,ROMANO"||
"01039"|"0100"|"Cheese, roquefort"|"CHEESE,ROQUEFORT"||
"01040"|"0100"|"Cheese, swiss"|"CHEESE,SWISS"||
"01041"|"0100"|"Cheese, tilsit"|"CHEESE,TILSIT"||
"01042"|"0100"|"Cheese, pasteurized process, american, with di sodium phosphate"|"CHEESE,PAST PROCESS,AMERICAN,W/DI NA PO4"||
"01043"|"0100"|"Cheese, pasteurized process, pimento"|"CHEESE,PAST PROCESS,PIMENTO"||
"01044"|"0100"|"Cheese, pasteurized process, swiss, with di sodium phosphate"|"CHEESE,PAST PROCESS,SWISS,W/DI NA PO4"||
"01045"|"0100"|"Cheese food, cold pack, american"|"CHEESE FD,COLD PK,AMERICAN"||
"01046"|"0100"|"Cheese food, pasteurized process, american, without di sodium phosphate"|"CHEESE FD,PAST PROCESS,AMERICAN,WO/DI NA PO4"||
"01047"|"0100"|"Cheese food, pasteurized process, swiss"|"CHEESE FD,PAST PROCESS,SWISS"||
"01048"|"0100"|"Cheese spread, pasteurized process, american, without di sodium phosphate"|"CHEESE SPRD,PAST PROCESS,AMERICAN,WO/DI NA PO4"||
"01049"|"0100"|"Cream, fluid, half and half"|"CREAM,FLUID,HALF AND HALF"||
"01050"|"0100"|"Cream, fluid, light (coffee cream or table cream)"|"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)"||
"01052"|"0100"|"Cream, fluid, light whipping"|"CREAM,FLUID,LT WHIPPING"||
"01053"|"0100"|"Cream, fluid, heavy whipping"|"CREAM,FLUID,HVY WHIPPING"||
"01054"|"0100"|"Cream, whipped, cream topping, pressurized"|"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED"||
"01055"|"0100"|"Cream, sour, reduced fat, cultured"|"CREAM,SOUR,RED FAT,CULTURED"||
"01056"|"0100"|"Cream, sour, cultured"|"CREAM,SOUR,CULTURED"||
"01057"|"0100"|"Eggnog"|"EGGNOG"||
"01058"|"0100"|"Sour dressing, non-butterfat, cultured, filled cream-type"|"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE"||
"01059"|"0100"|"Milk, filled, fluid, with blend of hydrogenated vegetable oils"|"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS"||
"01060"|"0100"|"Milk, filled, fluid, with lauric acid oil"|"MILK,FILLED,FLUID,W/LAURIC ACID OIL"||
"01067"|"0100"|"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein"|"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT"||
"01068"|"0100"|"Cream substitute, liquid, with lauric acid oil and sodium caseinate"|"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE"||
"01069"|"0100"|"Cream substitute, powdered"|"CREAM SUBSTITUTE,POWDERED"||
"01070"|"0100"|"Dessert topping, powdered"|"DESSERT TOPPING,POWDERED"||
"01071"|"0100"|"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk"|"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK"||
"01072"|"0100"|"Dessert topping, pressurized"|"DESSERT TOPPING,PRESSURIZED"||
"01073"|"0100"|"Dessert topping, semi solid, frozen"|"DESSERT TOPPING,SEMI SOLID,FRZ"||
"01074"|"0100"|"Sour cream, imitation, cultured"|"SOUR CRM,IMITN,CULTURED"||
"01076"|"0100"|"Milk substitutes, fluid, with lauric acid oil"|"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL"||
"01077"|"0100"|"Milk, whole, 3.25% milkfat, with added vitamin D"|"MILK,WHL,3.25% MILKFAT,W/ ADDED VITAMIN D"||
"01078"|"0100"|"Milk, producer, fluid, 3.7% milkfat"|"MILK,PRODUCER,FLUID,3.7% MILKFAT"||
"01079"|"0100"|"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D"|"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED VIT A & VITAMIN D"||
"01080"|"0100"|"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D"|"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED NFMS, VIT A & VIT D"||
"01081"|"0100"|"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D"|"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ ADDED VIT A & D"||
"01082"|"0100"|"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D"|"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D"||
"01083"|"0100"|"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D"|"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADD NONFAT MILK SOL,VIT A/ D"||
"01084"|"0100"|"Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D"|"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ ADDED VIT A & D"||
"01085"|"0100"|"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)"|"MILK,NONFAT,FLUID,W/ ADDED VIT A & VIT D (FAT FREE OR SKIM)"||
"01086"|"0100"|"Milk, nonfat, fluid, with added nonfat milk solids, vitamin A and vitamin D (fat free or skim)"|"MILK,NONFAT,FLUID,W/ ADDED NONFAT MILK SOL,VIT A & VIT D"||
"01087"|"0100"|"Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)"|"MILK,NONFAT,FLUID,PROT FORT,W/ ADD VIT A & D (FAT FREE/SKIM)"||
"01088"|"0100"|"Milk, buttermilk, fluid, cultured, lowfat"|"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT"||
"01089"|"0100"|"Milk, low sodium, fluid"|"MILK,LO NA,FLUID"||
"01090"|"0100"|"Milk, dry, whole, with added vitamin D"|"MILK,DRY,WHL,W/ ADDED VITAMIN D"||
"01091"|"0100"|"Milk, dry, nonfat, regular, without added vitamin A and vitamin D"|"MILK,DRY,NONFAT,REG,WO/ ADDED VIT A & VITAMIN D"||
"01092"|"0100"|"Milk, dry, nonfat, instant, with added vitamin A and vitamin D"|"MILK,DRY,NONFAT,INST,W/ ADDED VIT A & VITAMIN D"||
"01093"|"0100"|"Milk, dry, nonfat, calcium reduced"|"MILK,DRY,NONFAT,CA RED"||
"01094"|"0100"|"Milk, buttermilk, dried"|"MILK,BUTTERMILK,DRIED"||
"01095"|"0100"|"Milk, canned, condensed, sweetened"|"MILK,CND,COND,SWTND"||
"01096"|"0100"|"Milk, canned, evaporated, with added vitamin D and without added vitamin A"|"MILK,CND,EVAP,W/ ADDED VITAMIN D & WO/ ADDED VIT A"||
"01097"|"0100"|"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D"|"MILK,CND,EVAP,NONFAT,W/ ADDED VIT A & VITAMIN D"||
"01102"|"0100"|"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D"|"MILK,CHOC,FLUID,COMM,WHL,W/ ADDED VIT A & VITAMIN D"||
"01103"|"0100"|"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D"|"MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED VIT A & VITAMIN D"||
"01104"|"0100"|"Milk, chocolate, fluid, commercial, lowfat, with added vitamin A and vitamin D"|"MILK,CHOC,FLUID,COMM,LOWFAT,W/ ADDED VIT A & VITAMIN D"||
"01105"|"0100"|"Milk, chocolate beverage, hot cocoa, homemade"|"MILK,CHOC BEV,HOT COCOA,HOMEMADE"||
"01106"|"0100"|"Milk, goat, fluid, with added vitamin D"|"MILK,GOAT,FLUID,W/ ADDED VITAMIN D"||
"01107"|"0100"|"Milk, human, mature, fluid"|"MILK,HUMAN,MATURE,FLUID"||
"01108"|"0100"|"Milk, indian buffalo, fluid"|"MILK,INDIAN BUFFALO,FLUID"||
"01109"|"0100"|"Milk, sheep, fluid"|"MILK,SHEEP,FLUID"||
"01110"|"0100"|"Milk shakes, thick chocolate"|"MILK SHAKES,THICK CHOC"||
"01111"|"0100"|"Milk shakes, thick vanilla"|"MILK SHAKES,THICK VANILLA"||
"01112"|"0100"|"Whey, acid, fluid"|"WHEY,ACID,FLUID"||
"01113"|"0100"|"Whey, acid, dried"|"WHEY,ACID,DRIED"||
"01114"|"0100"|"Whey, sweet, fluid"|"WHEY,SWEET,FLUID"||
"01115"|"0100"|"Whey, sweet, dried"|"WHEY,SWEET,DRIED"||
"01116"|"0100"|"Yogurt, plain, whole milk, 8 grams protein per 8 ounce"|"YOGURT,PLN,WHL MILK,8 GRAMS PROT PER 8 OZ"||
"01117"|"0100"|"Yogurt, plain, low fat, 12 grams protein per 8 ounce"|"YOGURT,PLN,LOFAT,12 GRAMS PROT PER 8 OZ"||
"01118"|"0100"|"Yogurt, plain, skim milk, 13 grams protein per 8 ounce"|"YOGURT,PLN,SKIM MILK,13 GRAMS PROT PER 8 OZ"||
"01119"|"0100"|"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce"|"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ"||
"01120"|"0100"|"Yogurt, fruit, low fat, 9 grams protein per 8 ounce"|"YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ"||
"01121"|"0100"|"Yogurt, fruit, low fat, 10 grams protein per 8 ounce"|"YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ"||
"01122"|"0100"|"Yogurt, fruit, low fat, 11 grams protein per 8 ounce"|"YOGURT,FRUIT,LOFAT,11 GRAMS PROT PER 8 OZ"||
"01123"|"0100"|"Egg, whole, raw, fresh"|"EGG,WHL,RAW,FRSH"||
"01124"|"0100"|"Egg, white, raw, fresh"|"EGG,WHITE,RAW,FRESH"||
"01125"|"0100"|"Egg, yolk, raw, fresh"|"EGG,YOLK,RAW,FRSH"||
"01126"|"0100"|"Egg, yolk, raw, frozen"|"EGG,YOLK,RAW,FROZEN"||
"01127"|"0100"|"Egg, yolk, raw, frozen, sugared"|"EGG,YOLK,RAW,FRZ,SUGARED"||
"01128"|"0100"|"Egg, whole, cooked, fried"|"EGG,WHL,CKD,FRIED"||
"01129"|"0100"|"Egg, whole, cooked, hard-boiled"|"EGG,WHL,CKD,HARD-BOILED"||
"01130"|"0100"|"Egg, whole, cooked, omelet"|"EGG,WHOLE,COOKED,OMELET"||
"01131"|"0100"|"Egg, whole, cooked, poached"|"EGG,WHL,CKD,POACHED"||
"01132"|"0100"|"Egg, whole, cooked, scrambled"|"EGG,WHL,CKD,SCRMBLD"||
"01133"|"0100"|"Egg, whole, dried"|"EGG,WHOLE,DRIED"||
"01134"|"0100"|"Egg, whole, dried, stabilized, glucose reduced"|"EGG,WHL,DRIED,STABILIZED,GLUCOSE RED"||
"01135"|"0100"|"Egg, white, dried, flakes, glucose reduced"|"EGG,WHITE,DRIED,FLAKES,GLUCOSE RED"||
"01136"|"0100"|"Egg, white, dried, powder, glucose reduced"|"EGG,WHITE,DRIED,PDR,GLUCOSE RED"||
"01137"|"0100"|"Egg, yolk, dried"|"EGG,YOLK,DRIED"||
"01138"|"0100"|"Egg, duck, whole, fresh, raw"|"EGG,DUCK,WHOLE,FRESH,RAW"||
"01139"|"0100"|"Egg, goose, whole, fresh, raw"|"EGG,GOOSE,WHOLE,FRESH,RAW"||
"01140"|"0100"|"Egg, quail, whole, fresh, raw"|"EGG,QUAIL,WHOLE,FRESH,RAW"||
"01141"|"0100"|"Egg, turkey, whole, fresh, raw"|"EGG,TURKEY,WHL,FRSH,RAW"||
"01144"|"0100"|"Egg substitute, powder"|"EGG SUBSTITUTE,POWDER"||
"01145"|"0100"|"Butter, without salt"|"BUTTER,WITHOUT SALT"||
"01146"|"0100"|"Cheese, parmesan, shredded"|"CHEESE,PARMESAN,SHREDDED"||
"01147"|"0100"|"Cheese, pasteurized process, american, without di sodium phosphate"|"CHEESE,PAST PROCESS,AMERICAN,WO/DI NA PO4"||
"01148"|"0100"|"Cheese, pasteurized process, swiss, without di sodium phosphate"|"CHEESE,PAST PROCESS,SWISS,WO/DI NA PO4"||
"01149"|"0100"|"Cheese food, pasteurized process, american, with di sodium phosphate"|"CHEESE FD,PAST PROCESS,AMERICAN,W/DI NA PO4"||
"01150"|"0100"|"Cheese spread, pasteurized process, american, with di sodium phosphate"|"CHEESE SPRD,PAST PROCESS,AMERICAN,W/DI NA PO4"||
"01151"|"0100"|"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)"|"MILK,NONFAT,FLUID,WO/ADDED VIT A & VIT D (FAT FREE OR SKIM)"||
"01152"|"0100"|"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids, without added vitamin A"|"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL,WO/ VIT A"||
"01153"|"0100"|"Milk, canned, evaporated, with added vitamin A"|"MILK,CND,EVAP,W/ VIT A"||
"01154"|"0100"|"Milk, dry, nonfat, regular, with added vitamin A and vitamin D"|"MILK,DRY,NONFAT,REG,W/ ADDED VIT A & VITAMIN D"||
"01155"|"0100"|"Milk, dry, nonfat, instant, without added vitamin A and vitamin D"|"MILK,DRY,NONFAT,INST,WO/ ADDED VIT A & VITAMIN D"||
"01156"|"0100"|"Cheese, goat, hard type"|"CHEESE,GOAT,HARD TYPE"||
"01157"|"0100"|"Cheese, goat, semisoft type"|"CHEESE,GOAT,SEMISOFT TYPE"||
"01159"|"0100"|"Cheese, goat, soft type"|"CHEESE,GOAT,SOFT TYPE"||
"01160"|"0100"|"Egg, yolk, raw, frozen, salted"|"EGG,YOLK,RAW,FRZ,SALTED"||
"01161"|"0100"|"Cheese substitute, mozzarella"|"CHEESE SUB,MOZZARELLA"||
"01163"|"0100"|"Cheese fondue"|"CHEESE FONDUE"||
"01164"|"0100"|"Cheese sauce, prepared from recipe"|"CHEESE SAU,PREP FROM RECIPE"||
"01165"|"0100"|"Cheese, mexican, queso anejo"|"CHEESE,MEXICAN,QUESO ANEJO"||
"01166"|"0100"|"Cheese, mexican, queso asadero"|"CHEESE,MEXICAN,QUESO ASADERO"||
"01167"|"0100"|"Cheese, mexican, queso chihuahua"|"CHEESE,MEXICAN,QUESO CHIHUAHUA"||
"01168"|"0100"|"Cheese, low fat, cheddar or colby"|"CHEESE,LOFAT,CHEDDAR OR COLBY"||
"01169"|"0100"|"Cheese, low-sodium, cheddar or colby"|"CHEESE,LOW-SODIUM,CHEDDAR OR COLBY"||
"01171"|"0100"|"Egg, whole, raw, frozen"|"EGG,WHOLE,RAW,FROZEN"||
"01172"|"0100"|"Egg, white, raw, frozen"|"EGG,WHITE,RAW,FROZEN"||
"01173"|"0100"|"Egg, white, dried"|"EGG,WHITE,DRIED"||
"01174"|"0100"|"Milk, reduced fat, fluid, 2% milkfat, without added vitamin A and vitamin D"|"MILK,RED FAT,FLUID,2% MILKFAT,WO/ ADDED VIT A & VIT D"||
"01175"|"0100"|"Milk, fluid, 1% fat, without added vitamin A and vitamin D"|"MILK,FLUID,1% FAT,WO/ ADDED VIT A & VIT D"||
"01178"|"0100"|"Sour cream, reduced fat"|"SOUR CREAM,REDUCED FAT"||
"01179"|"0100"|"Sour cream, light"|"SOUR CREAM,LIGHT"||
"01180"|"0100"|"Sour cream, fat free"|"SOUR CREAM,FAT FREE"||
"01182"|"0100"|"USDA Commodity, cheese, cheddar, reduced fat"|"USDA COMMODITY,CHS,CHEDDAR,RED FAT"||
"01184"|"0100"|"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener"|"YOGURT,VAN OR LEM FLAV,NONFAT MILK,SWTND W/LOW-CALORIE SWTNR"||
"01185"|"0100"|"Parmesan cheese topping, fat free"|"PARMESAN CHS TOPPING,FAT FREE"||
"01186"|"0100"|"Cheese, cream, fat free"|"CHEESE,CREAM,FAT FREE"||
"01187"|"0100"|"Yogurt, chocolate, nonfat milk"|"YOGURT,CHOC,NONFAT MILK"||
"01188"|"0100"|"KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce"|"KRAFT CHEEZ WHIZ PAST PROCESS CHS SAU"||
"01189"|"0100"|"KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product"|"KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT"||
"01190"|"0100"|"KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product"|"KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT"||
"01191"|"0100"|"KRAFT VELVEETA Pasteurized Process Cheese Spread"|"KRAFT VELVEETA PAST PROCESS CHS SPRD"||
"01192"|"0100"|"KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product"|"KRAFT VELVEETA LT RED FAT PAST PROCESS CHS PRODUCT"||
"01193"|"0100"|"KRAFT BREAKSTONE'S Reduced Fat Sour Cream"|"KRAFT BREAKSTONE'S RED FAT SOUR CRM"||
"01194"|"0100"|"KRAFT BREAKSTONE'S FREE Fat Free Sour Cream"|"KRAFT BREAKSTONE'S FREE FAT FREE SOUR CRM"||
"01195"|"0100"|"KRAFT BREYERS Lowfat Strawberry Yogurt (1% Milkfat)"|"KRAFT BREYERS LOWFAT STRAWBERRY YOGURT (1% MILKFAT)"||
"01196"|"0100"|"KRAFT BREYERS LIGHT N' LIVELY Lowfat Strawberry Yogurt (1% Milkfat)"|"KRAFT BREYERS LT N' LVLY LOWFAT STR'BERY YOGURT (1% MILKFAT)"||
"01197"|"0100"|"KRAFT BREYERS Smooth & Creamy Lowfat Strawberry Yogurt (1% Milkfat)"|"KRAFT BREYERS SMOTH&CRMY LOWFAT STR'BERY YOGURT (1% MILKFAT)"||
"01198"|"0100"|"KRAFT BREYERS LIGHT Nonfat Strawberry Yogurt (with Aspartame and Fructose Sweeteners)"|"KRAFT BREYERS LT NONFAT STR'BERY YOGURT (W/ASPRT&FRUCT SW'T)"||
"01199"|"0100"|"Cream, half and half, fat free"|"CREAM,HALF & HALF,FAT FREE"||
"01200"|"0100"|"Reddi Wip Fat Free Whipped Topping"|"REDDI WIP FAT FREE WHIPPED TOPPING"||
"01202"|"0100"|"Milk, chocolate, fluid, commercial, reduced fat, with added calcium"|"MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED CA"||
"01203"|"0100"|"Yogurt, fruit, lowfat, with low calorie sweetener"|"YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER"||
"01204"|"0100"|"Cheese, parmesan, dry grated, reduced fat"|"CHEESE,PARMESAN,DRY GRATED,RED FAT"||
"01205"|"0100"|"Cream substitute, flavored, liquid"|"CREAM SUB,FLAV,LIQ"||
"01206"|"0100"|"Cream substitute, flavored, powdered"|"CREAM SUB,FLAV,PDR"||
"01208"|"0100"|"Cheese, provolone, reduced fat"|"CHEESE,PROVOLONE,RED FAT"||
"01209"|"0100"|"Cheese, Mexican, blend, reduced fat"|"CHEESE,MEXICAN,BLEND,RED FAT"||
"01210"|"0100"|"Egg Mix, USDA Commodity"|"EGG MIX,USDA CMDTY"||
"01211"|"0100"|"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D"|"MILK,WHL,3.25% MILKFAT, W/O VIT A & VIT D"||
"01212"|"0100"|"Milk, dry, whole, without added vitamin D"|"MILK,DRY,WHL,WO/ ADDED VITAMIN D"||
"01214"|"0100"|"Milk, canned, evaporated, without added vitamin A and vitamin D"|"MILK,CND,EVAP,WO/ ADDED VIT A & VITAMIN D"||
"01215"|"0100"|"Cheese product, pasteurized process, american, reduced fat, fortified with vitamin D"|"CHEESE PRODUCT,PAST PROCESS,AMERICAN,RED FAT,FORT W/ VIT D"||
"01216"|"0100"|"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D"|"YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D"||
"01217"|"0100"|"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D"|"YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D"||
"01218"|"0100"|"Yogurt, fruit variety, nonfat, fortified with vitamin D"|"YOGURT,FRUIT VAR,NONFAT,FORT W/ VITAMIN D"||
"01219"|"0100"|"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D"|"YOGURT,FRUIT,LOWFAT,W/ LO CAL SWTNR,FORT W/ VITAMIN D"||
"01220"|"0100"|"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce, fortified with vitamin D"|"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ,FORT W/ VIT D"||
"01221"|"0100"|"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D"|"YOGURT,VAN/LEM FLAV,NONFAT MILK,W/ LO-CAL SWTNR,FORT W/VIT D"||
"01222"|"0100"|"Yogurt, chocolate, nonfat milk, fortified with vitamin D"|"YOGURT,CHOC,NONFAT MILK,FORT W/ VITAMIN D"||
"01223"|"0100"|"Protein supplement, milk based, Muscle Milk, powder"|"PROTEIN SUPP,MILK BSD,MUSCLE MILK,PDR"||
"01224"|"0100"|"Protein supplement, milk based, Muscle Milk Light, powder"|"PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR"||
"01225"|"0100"|"Dulce de Leche"|"DULCE DE LECHE"||
"01226"|"0100"|"Egg substitute, liquid or frozen, fat free"|"EGG SUB,LIQ OR FRZ,FAT FREE"||
"02001"|"0200"|"Spices, allspice, ground"|"ALLSPICE,GROUND"||
"02002"|"0200"|"Spices, anise seed"|"ANISE SEED"||
"02003"|"0200"|"Spices, basil, dried"|"SPICES,BASIL,DRIED"||
"02004"|"0200"|"Spices, bay leaf"|"SPICES,BAY LEAF"||
"02005"|"0200"|"Spices, caraway seed"|"CARAWAY SEED"||
"02006"|"0200"|"Spices, cardamom"|"SPICES,CARDAMOM"||
"02007"|"0200"|"Spices, celery seed"|"CELERY SEED"||
"02008"|"0200"|"Spices, chervil, dried"|"CHERVIL,DRIED"||
"02009"|"0200"|"Spices, chili powder"|"CHILI POWDER"||
"02010"|"0200"|"Spices, cinnamon, ground"|"CINNAMON,GROUND"|"Cassia"|
"02011"|"0200"|"Spices, cloves, ground"|"CLOVES,GROUND"||
"02012"|"0200"|"Spices, coriander leaf, dried"|"CORIANDER LEAF,DRIED"|"Chinese parsley, cilantro"|
"02013"|"0200"|"Spices, coriander seed"|"CORIANDER SEED"||
"02014"|"0200"|"Spices, cumin seed"|"CUMIN SEED"||
"02015"|"0200"|"Spices, curry powder"|"CURRY POWDER"||
"02016"|"0200"|"Spices, dill seed"|"DILL SEED"||
"02017"|"0200"|"Spices, dill weed, dried"|"DILL WEED,DRIED"||
"02018"|"0200"|"Spices, fennel seed"|"FENNEL SEED"||
"02019"|"0200"|"Spices, fenugreek seed"|"FENUGREEK SEED"||
"02020"|"0200"|"Spices, garlic powder"|"GARLIC POWDER"||
"02021"|"0200"|"Spices, ginger, ground"|"GINGER,GROUND"||
"02022"|"0200"|"Spices, mace, ground"|"MACE,GROUND"||
"02023"|"0200"|"Spices, marjoram, dried"|"MARJORAM,DRIED"||
"02024"|"0200"|"Spices, mustard seed, ground"|"SPICES,MUSTARD SD,GROUND"||
"02025"|"0200"|"Spices, nutmeg, ground"|"NUTMEG,GROUND"||
"02026"|"0200"|"Spices, onion powder"|"ONION POWDER"||
"02027"|"0200"|"Spices, oregano, dried"|"SPICES,OREGANO,DRIED"||
"02028"|"0200"|"Spices, paprika"|"PAPRIKA"||
"02029"|"0200"|"Spices, parsley, dried"|"PARSLEY,DRIED"||
"02030"|"0200"|"Spices, pepper, black"|"PEPPER,BLACK"||
"02031"|"0200"|"Spices, pepper, red or cayenne"|"PEPPER,RED OR CAYENNE"||
"02032"|"0200"|"Spices, pepper, white"|"PEPPER,WHITE"||
"02033"|"0200"|"Spices, poppy seed"|"POPPY SEED"||
"02034"|"0200"|"Spices, poultry seasoning"|"POULTRY SEASONING"||
"02035"|"0200"|"Spices, pumpkin pie spice"|"PUMPKIN PIE SPICE"||
"02036"|"0200"|"Spices, rosemary, dried"|"ROSEMARY,DRIED"||
"02037"|"0200"|"Spices, saffron"|"SAFFRON"||
"02038"|"0200"|"Spices, sage, ground"|"SAGE,GROUND"||
