"NDB_No"|"Seq"|"Amount"|"Msre_Desc"|"Gm_Wgt"|"Num_Data_Pts"|"Std_Dev"
"11247"|"1"|1.00|"leek"|124.00||
"11247"|"2"|0.25|"cup, chopped or diced"|26.00||
"11248"|"1"|1.00|"cup"|77.00||
"11250"|"1"|1.00|"cup, shredded or chopped"|55.00||
"11250"|"2"|1.00|"head (5"" dia)"|163.00||
"11250"|"3"|1.00|"leaf, large"|15.00||
"11250"|"4"|1.00|"leaf, medium"|7.50||
"11250"|"5"|1.00|"leaf"|5.00||
"11251"|"1"|1.00|"cup shredded"|47.00|4|5.60
"11251"|"2"|1.00|"leaf inner"|6.00|23|4.13
"11251"|"3"|1.00|"leaf outer"|28.00|22|8.54
"11251"|"4"|1.00|"head"|626.00|16|121.75
"11251"|"5"|1.00|"NLEA serving"|85.00||
"11252"|"1"|1.00|"cup shredded"|72.00|4|12.61
"11252"|"2"|1.00|"cup, chopped (1/2"" pieces, loosely packed)"|57.00||
"11252"|"3"|1.00|"head, large"|755.00||
"11252"|"4"|1.00|"head, medium (6"" dia)"|539.00||
"11252"|"5"|1.00|"head, small"|324.00||
"11252"|"6"|1.00|"leaf, large"|15.00||
"11252"|"7"|1.00|"leaf, medium"|8.00||
"11252"|"8"|1.00|"leaf, small"|5.00||
"11252"|"9"|1.00|"NLEA Serving"|89.00||
"11253"|"1"|1.00|"cup shredded"|36.00||9.34
"11253"|"2"|1.00|"head"|360.00||174.52
"11253"|"3"|1.00|"leaf inner"|4.80||4.02
"11253"|"4"|1.00|"leaf outer"|24.00||8.64
"11254"|"1"|10.00|"slices (2-1/2"" dia)"|81.00||
"11254"|"2"|1.00|"root (9-1/2"" long)"|115.00||
"11255"|"1"|0.50|"cup"|60.00||
"11255"|"2"|10.00|"slices (2-1/2"" dia)"|89.00||
"11257"|"1"|1.00|"cup shredded"|28.00|3|2.45
"11257"|"2"|1.00|"leaf inner"|2.60|24|1.47
"11257"|"3"|1.00|"leaf outer"|17.00|24|6.14
"11257"|"4"|1.00|"head"|309.00|16|69.18
"11257"|"5"|1.00|"NLEA serving"|85.00||
"11258"|"1"|0.50|"cup, cubes"|68.00||
"11258"|"2"|1.00|"yam"|420.00||
"11259"|"1"|1.00|"cup, cubes"|145.00||
"11260"|"1"|1.00|"cup, pieces or slices"|70.00||
"11260"|"2"|1.00|"cup, whole"|96.00||
"11260"|"3"|1.00|"large"|23.00||
"11260"|"4"|1.00|"medium"|18.00||
"11260"|"5"|1.00|"slice"|6.00||
"11260"|"6"|1.00|"small"|10.00||
"11260"|"7"|0.50|"cup pieces"|35.00||
"11261"|"1"|1.00|"cup pieces"|156.00||
"11261"|"2"|1.00|"tbsp"|9.80||
"11261"|"3"|1.00|"mushroom"|12.00||
"11261"|"4"|0.50|"cup pieces"|78.00||
"11263"|"1"|1.00|"cup sliced"|108.00|24|17.75
"11264"|"1"|1.00|"cup"|156.00||
"11264"|"2"|1.00|"can"|132.00||
"11264"|"3"|1.00|"large"|16.00||
"11264"|"4"|1.00|"medium"|12.00||
"11264"|"5"|1.00|"small"|7.00||
"11264"|"6"|10.00|"slices"|40.00||
"11264"|"7"|8.00|"caps"|47.00||
"11264"|"8"|0.50|"cup pieces"|78.00||
"11265"|"1"|1.00|"cup diced"|86.00|2|
"11265"|"2"|1.00|"piece whole"|84.00|20|26.75
"11266"|"1"|1.00|"cup whole"|87.00|4|0.96
"11266"|"2"|1.00|"cup sliced"|72.00|4|3.00
"11266"|"3"|1.00|"piece whole"|20.00|30|6.35
"11267"|"1"|1.00|"cup whole"|89.00|4|21.06
"11267"|"2"|1.00|"cup sliced"|97.00|4|29.33
"11267"|"3"|1.00|"piece whole"|19.00|4|7.29
"11268"|"1"|1.00|"mushroom"|3.60||
"11268"|"2"|4.00|"mushrooms"|15.00||
"11269"|"1"|1.00|"cup pieces"|145.00||
"11269"|"2"|4.00|"mushrooms"|72.00||
"11270"|"1"|1.00|"cup, chopped"|56.00||
"11271"|"1"|1.00|"cup, chopped"|140.00||
"11272"|"1"|1.00|"cup, chopped"|146.00||
"11272"|"2"|1.00|"package (10 oz)"|284.00||
"11273"|"1"|1.00|"cup, chopped"|150.00||
"11273"|"2"|1.00|"package (10 oz) yields"|212.00||
"11274"|"1"|1.00|"cup, chopped"|150.00||
"11275"|"1"|1.00|"cup, chopped"|180.00||
"11276"|"1"|1.00|"cup, chopped"|56.00||
"11277"|"1"|1.00|"cup, chopped"|180.00||
"11278"|"1"|1.00|"cup"|100.00||
"11278"|"2"|8.00|"pods (3"" long)"|95.00||
"11279"|"1"|0.50|"cup slices"|80.00||
"11279"|"2"|8.00|"pods (3"" long)"|85.00||
"11280"|"1"|1.00|"package (10 oz)"|284.00||
"11280"|"2"|1.00|"package (3 lb)"|1361.00||
"11281"|"1"|1.00|"package (10 oz) yields"|255.00||
"11281"|"2"|0.50|"cup slices"|92.00||
"11282"|"1"|1.00|"cup, chopped"|160.00||
"11282"|"10"|10.00|"rings"|60.00||
"11282"|"2"|1.00|"cup, sliced"|115.00||
"11282"|"3"|1.00|"tbsp chopped"|10.00||
"11282"|"4"|1.00|"large"|150.00||
"11282"|"5"|1.00|"slice, large (1/4"" thick)"|38.00||
"11282"|"6"|1.00|"medium (2-1/2"" dia)"|110.00||
"11282"|"7"|1.00|"slice, medium (1/8"" thick)"|14.00||
"11282"|"8"|1.00|"small"|70.00||
"11282"|"9"|1.00|"slice, thin"|9.00||
"11283"|"1"|1.00|"cup"|210.00||
"11283"|"2"|1.00|"tbsp chopped"|15.00||
"11283"|"3"|1.00|"large"|128.00||
"11283"|"4"|1.00|"slice, large (1/4"" thick)"|32.00||
"11283"|"5"|1.00|"medium"|94.00||
"11283"|"6"|1.00|"slice, medium (1/8"" thick)"|12.00||
"11283"|"7"|1.00|"small"|60.00||
"11283"|"8"|1.00|"slice, thin"|8.00||
"11284"|"1"|1.00|"tbsp"|5.00||
"11284"|"2"|0.25|"cup"|14.00||
"11285"|"1"|1.00|"onion"|63.00||
"11285"|"2"|0.50|"cup, chopped or diced"|112.00||
"11286"|"1"|1.00|"cup chopped"|87.00|4|8.48
"11287"|"1"|1.00|"package (10 oz)"|284.00||
"11288"|"1"|1.00|"tbsp chopped"|15.00||
"11288"|"2"|0.50|"cup, chopped or diced"|105.00||
"11289"|"1"|1.00|"package (10 oz)"|284.00||
"11290"|"1"|1.00|"cup"|210.00||
"11291"|"1"|1.00|"cup, chopped"|100.00||
"11291"|"2"|1.00|"tbsp chopped"|6.00||
"11291"|"3"|1.00|"large"|25.00||
"11291"|"4"|1.00|"medium (4-1/8"" long)"|15.00||
"11291"|"5"|1.00|"small (3"" long)"|5.00||
"11292"|"1"|1.00|"tbsp"|6.00||
"11292"|"2"|1.00|"stalk"|12.00||
"11292"|"3"|1.00|"cup chopped"|71.00|12|19.06
"11294"|"1"|1.00|"onion"|331.00|24|145.55
"11294"|"2"|1.00|"NLEA serving"|148.00||
"11295"|"1"|1.00|"package (16 oz)"|454.00||
"11295"|"2"|1.00|"package (9 oz)"|255.00||
"11296"|"1"|1.00|"cup"|48.00||
"11296"|"2"|10.00|"rings, large (3-4"" dia)"|71.00||
"11296"|"3"|10.00|"rings, medium (2-3"" dia)"|60.00||
"11296"|"4"|10.00|"rings, small (1-2"" dia)"|48.00||
"11297"|"1"|1.00|"cup"|60.00||
"11297"|"2"|1.00|"tbsp"|3.80||
"11297"|"3"|10.00|"sprigs"|10.00||
"11298"|"1"|1.00|"cup slices"|133.00||
"11299"|"1"|0.50|"cup slices"|78.00||
"11299"|"2"|1.00|"parsnip (9"" long)"|160.00||
"11300"|"1"|1.00|"cup, chopped"|98.00||
"11300"|"2"|1.00|"cup, whole"|63.00||
"11300"|"3"|10.00|"pea pods"|34.00||
"11301"|"1"|1.00|"cup"|160.00||
"11302"|"1"|0.50|"cup"|72.00||
"11302"|"2"|1.00|"package (10 oz)"|284.00||
"11303"|"1"|1.00|"cup"|160.00||
"11303"|"2"|1.00|"package (10 oz) yields"|253.00||
"11303"|"3"|0.50|"cup"|80.00||
"11304"|"1"|1.00|"cup"|145.00||
"11305"|"1"|1.00|"cup"|160.00||
"11306"|"1"|0.50|"cup"|124.00||
"11306"|"2"|1.00|"can (303 x 406)"|482.00||
"11308"|"1"|1.00|"cup"|175.00|5|14.38
"11308"|"2"|1.00|"can (303 x 406)"|313.00||
"11310"|"1"|1.00|"cup"|227.00||
"11310"|"2"|0.50|"cup"|114.00||
"11312"|"1"|1.00|"cup"|134.00|9|6.19
"11312"|"2"|1.00|"package"|284.00|1|
"11313"|"1"|0.50|"cup"|80.00||
"11313"|"2"|1.00|"package (10 oz) yields"|253.00||
"11316"|"1"|1.00|"cup"|120.00||
"11318"|"1"|1.00|"cup"|255.00||
"11322"|"1"|0.50|"cup"|70.00||
"11322"|"2"|1.00|"package (10 oz)"|284.00||
"11323"|"1"|1.00|"package (10 oz) yields"|278.00||
"11323"|"2"|0.50|"cup"|80.00||
"11324"|"1"|1.00|"cup"|120.00||
"11326"|"1"|0.50|"cup"|69.00||
"11326"|"2"|1.00|"package (10 oz)"|284.00||
"11327"|"1"|1.00|"cup"|180.00||
"11329"|"1"|1.00|"pepper"|73.00||
"11329"|"2"|0.50|"cup, chopped or diced"|68.00||
"11333"|"1"|1.00|"cup, chopped"|149.00||
"11333"|"2"|1.00|"cup, sliced"|92.00||
"11333"|"3"|1.00|"tbsp"|9.30||
"11333"|"4"|1.00|"large (2-1/4 per lb, approx 3-3/4"" long, 3"" dia)"|164.00||
"11333"|"5"|1.00|"medium (approx 2-3/4"" long, 2-1/2"" dia)"|119.00||
"11333"|"6"|1.00|"ring (3"" dia, 1/4"" thick)"|10.00||
"11333"|"7"|1.00|"small"|74.00||
"11333"|"8"|10.00|"strips"|27.00||
"11334"|"1"|1.00|"cup, chopped or strips"|135.00||
"11334"|"2"|1.00|"tablespoon, chopped"|11.60||
"11335"|"1"|1.00|"cup, halves"|140.00||
"11337"|"1"|1.00|"package (10 oz)"|284.00||
"11344"|"1"|1.00|"cup"|154.00||
"11344"|"2"|10.00|"seeds"|4.00||
"11345"|"1"|1.00|"cup"|153.00||
"11349"|"1"|1.00|"cup"|240.00||
"11350"|"1"|1.00|"cup"|160.00||
"11351"|"1"|1.00|"cup"|165.00||
"11351"|"2"|1.00|"tbsp"|10.00||
"11352"|"1"|1.00|"Potato large (3"" to 4-1/4"" dia)"|369.00||
"11352"|"2"|1.00|"Potato medium (2-1/4"" to 3-1/4"" dia)"|213.00||
"11352"|"3"|1.00|"Potato small (1-3/4"" to 2-1/2"" dia)"|170.00||
"11352"|"4"|0.50|"cup, diced"|75.00||
"11353"|"1"|1.00|"potato large (3"" to 4-1/4"" dia)"|369.00||
"11353"|"2"|1.00|"Potato medium (2-1/4"" to 3-1/4"" dia)"|213.00||
"11353"|"3"|1.00|"Potato small (1-3/4"" to 2-1/4"" dia)"|170.00||
"11353"|"4"|0.50|"cup, diced"|75.00||
"11354"|"1"|1.00|"potato large (3 to 4-1/4"" dia)"|369.00||
"11354"|"2"|1.00|"potato medium (2-1/4"" to 3-1/4"" dia)"|213.00||
"11354"|"3"|1.00|"potato small (1-3/4"" to 2-1/4"" dia, raw)"|170.00||
"11354"|"4"|0.50|"cup, diced"|75.00||
"11355"|"1"|1.00|"potato large (3"" to 4-1/4"" dia)"|369.00||
"11355"|"2"|1.00|"potato medium (2-1/4"" to 3-1/4"" dia)"|213.00||
"11355"|"3"|1.00|"potato small (1-3/4"" to 2-1/4"" dia)"|170.00||
"11355"|"4"|0.50|"cup, diced"|75.00||
"11356"|"1"|1.00|"potato large (3"" to 4-1/4"" dia."|299.00||
"11356"|"2"|1.00|"potato medium (2-1/4"" to 3-1/4"" dia.)"|173.00||
"11356"|"3"|1.00|"potato small (1-3/4"" to 2-1/2"" dia.)"|138.00||
"11357"|"1"|1.00|"potato large (3"" to 4-1/4"" dia)"|299.00||
"11357"|"2"|1.00|"potato medium (2-1/4"" to 3-1/4"" dia)"|138.00||
"11357"|"3"|1.00|"potato small (1-3/4"" to 2-1/2"" dia)"|138.00||
"11358"|"1"|1.00|"potato large (3"" to 4-1/4"" dia."|299.00||
"11358"|"2"|1.00|"potato medium (2-1/4"" to 3-1/4"" dia.)"|173.00||
"11358"|"3"|1.00|"potato small (1-3/4"" to 2-1/2"" dia.)"|138.00||
"11359"|"1"|10.00|"strip"|82.00|6|11.55
"11360"|"1"|10.00|"strip"|69.00|6|9.75
"11362"|"1"|1.00|"skin"|38.00||
"11363"|"1"|0.50|"cup"|61.00||
"11363"|"2"|1.00|"potato (2-1/3"" x 4-3/4"")"|156.00||
"11364"|"1"|1.00|"skin"|58.00||
"11365"|"1"|0.50|"cup"|78.00||
"11365"|"2"|1.00|"potato (2-1/2"" dia, sphere)"|136.00||
"11366"|"1"|1.00|"skin"|34.00||
"11367"|"1"|1.00|"large (3"" to 4-1/4"" dia.)"|300.00||
"11367"|"2"|1.00|"medium (2-1/4"" to 3-1/4"" dia.)"|167.00||
"11367"|"3"|1.00|"small (1-3/4"" to 2-1/2"" dia.)"|125.00||
"11367"|"4"|0.50|"cup"|78.00||
"11368"|"1"|0.50|"cup"|78.00||
"11368"|"2"|1.00|"potato (2-1/3"" x 4-3/4"")"|156.00||
"11369"|"1"|1.00|"skin"|58.00||
"11370"|"1"|1.00|"cup"|156.00||
"11371"|"1"|1.00|"cup"|210.00||
"11372"|"1"|1.00|"cup"|245.00||
"11373"|"1"|1.00|"cup"|245.00||
"11374"|"1"|1.00|"cup, whole"|300.00||
"11374"|"2"|1.00|"can (303 x 406)"|454.00||
"11376"|"1"|1.00|"cup"|180.00||
"11376"|"2"|1.00|"potato"|35.00||
"11378"|"1"|1.00|"cup"|60.00|4|8.24
"11379"|"1"|1.00|"cup"|210.00||
"11380"|"1"|1.00|"cup"|200.00||
"11381"|"1"|1.00|"cup"|210.00||
"11382"|"1"|1.00|"cup"|200.00||
"11383"|"1"|1.00|"cup"|210.00||
"11384"|"1"|1.00|"package (5.5 oz)"|156.00||
"11384"|"2"|0.16|"package (5.5 oz)"|26.00||
"11385"|"1"|0.16|"package (5.5 oz) yields"|137.00||
"11385"|"2"|1.00|"package yield, 5.5 oz"|822.00||
"11386"|"1"|1.00|"package (5.5 oz)"|156.00||
"11386"|"2"|0.16|"package (5.5 oz)"|26.00||
"11387"|"1"|1.00|"cup (unprepared)"|245.00||
"11387"|"2"|0.16|"package (5.5 oz) yields"|137.00||
"11387"|"3"|1.00|"package yield, 5.5 oz"|822.00||
"11390"|"1"|0.50|"cup"|105.00||
"11390"|"2"|1.00|"package (12 oz)"|340.00||
"11391"|"1"|1.00|"patty, oval (approx 3"" x 1-1/2"" x 1/2"")"|29.00||
"11391"|"2"|0.50|"cup"|78.00||
"11391"|"3"|1.00|"package yield, 12 oz"|205.00||
"11392"|"1"|1.00|"package (6 oz)"|170.00||
"11394"|"1"|10.00|"strip"|30.00|6|3.99
"11395"|"1"|10.00|"strip"|21.00|6|4.18
"11398"|"1"|1.00|"cup"|128.00||
"11399"|"1"|1.00|"cup"|128.00||
"11399"|"2"|1.00|"puff"|8.40||
"11399"|"3"|10.00|"Crispy Crowns"|60.00||
"11399"|"4"|10.00|"puffs"|84.00|6|1.12
"11400"|"1"|1.00|"cup"|182.00||
"11402"|"1"|10.00|"strip"|89.00|18|53.02
"11402"|"2"|1.00|"package (9 oz)"|255.00||
"11403"|"1"|10.00|"strips"|50.00||
"11403"|"2"|1.00|"package (9 oz), yields"|198.00||
"11406"|"1"|10.00|"strips"|65.00||
"11406"|"2"|1.00|"package (9 oz)"|255.00||
"11407"|"1"|10.00|"strips"|50.00||
"11407"|"2"|1.00|"package (9 oz), yields"|198.00||
"11408"|"1"|10.00|"strips"|65.00||
"11408"|"2"|1.00|"package (9 oz)"|255.00||
"11409"|"1"|10.00|"strips"|50.00||
"11409"|"2"|1.00|"package (9 oz), yields"|198.00||
"11411"|"1"|10.00|"strip"|153.00|6|16.26
"11412"|"1"|10.00|"strip"|133.00|6|17.48
"11413"|"1"|1.00|"cup"|160.00||
"11414"|"1"|1.00|"cup"|250.00||
"11416"|"1"|1.00|"cup"|33.00||
"11416"|"2"|1.00|"flower"|2.00||
"11417"|"1"|1.00|"cup"|134.00||
"11418"|"1"|1.00|"cup"|39.00||
"11419"|"1"|1.00|"cup"|71.00||
"11422"|"1"|1.00|"cup (1"" cubes)"|116.00||
"11423"|"1"|1.00|"cup, mashed"|245.00||
"11424"|"1"|1.00|"cup"|245.00||
"11426"|"1"|1.00|"cup"|270.00||
"11427"|"1"|1.00|"cup"|43.00||
"11427"|"2"|1.00|"plant"|3.00||
"11428"|"1"|1.00|"cup"|115.00||
"11428"|"2"|1.00|"squash"|431.00||
"11429"|"1"|1.00|"cup slices"|116.00||
"11429"|"2"|1.00|"large (1"" to 1-1/4"" dia)"|9.00||
"11429"|"3"|1.00|"medium (3/4"" to 1"" dia)"|4.50||
"11429"|"4"|1.00|"slice"|1.00||
"11429"|"5"|1.00|"small"|2.00||
"11429"|"6"|0.50|"cup slices"|58.00||
"11430"|"1"|1.00|"radish (7"" long)"|338.00||
"11431"|"1"|1.00|"cup, sliced"|147.00||
"11432"|"1"|1.00|"cup"|116.00||
"11435"|"1"|1.00|"cup, cubes"|140.00||
"11435"|"2"|1.00|"large"|772.00||
"11435"|"3"|1.00|"medium"|386.00||
"11435"|"4"|1.00|"small"|192.00||
"11436"|"1"|1.00|"cup, cubes"|170.00||
"11436"|"2"|1.00|"cup, mashed"|240.00||
"11437"|"1"|1.00|"cup slices"|133.00||
"11438"|"1"|1.00|"cup, sliced"|135.00||
"11439"|"1"|1.00|"cup"|142.00||
"11439"|"2"|1.00|"cup, undrained"|236.00||
"11442"|"1"|2.00|"tbsp (1/8 cup)"|10.00||
"11444"|"1"|2.00|"tbsp (1/8 cup)"|10.00||
"11445"|"1"|2.00|"tbsp (1/8 cup)"|10.00||
"11446"|"1"|10.00|"sheets"|26.00||
"11446"|"2"|2.00|"tbsp (1/8 cup)"|10.00||
"11447"|"1"|1.00|"flower"|3.00||
"11447"|"2"|1.00|"cup flowers"|20.00||
"11448"|"1"|1.00|"cup"|104.00||
"11450"|"1"|1.00|"cup"|256.00||
"11451"|"1"|1.00|"cup"|180.00||
"11452"|"1"|0.50|"cup"|35.00||
"11452"|"2"|10.00|"sprouts"|10.00||
"11453"|"1"|1.00|"cup"|94.00||
"11457"|"1"|1.00|"cup"|30.00||
"11457"|"2"|1.00|"bunch"|340.00||
"11457"|"3"|1.00|"leaf"|10.00||
"11457"|"4"|1.00|"package (10 oz)"|284.00||
"11458"|"1"|1.00|"cup"|180.00||
"11459"|"1"|1.00|"cup"|234.00||
"11461"|"1"|1.00|"cup"|214.00||
"11463"|"1"|1.00|"cup"|156.00||
"11463"|"2"|1.00|"package (10 oz)"|284.00||
"11464"|"1"|1.00|"package (10 oz) yields"|220.00||
"11464"|"2"|0.50|"cup"|95.00||
"11467"|"1"|1.00|"cup sliced"|127.00|8|8.46
"11468"|"1"|1.00|"cup, sliced"|180.00||
"11468"|"2"|0.50|"cup slices"|90.00||
"11471"|"1"|1.00|"cup, diced"|210.00||
"11471"|"2"|1.00|"cup, mashed"|240.00||
"11471"|"3"|1.00|"cup slices"|216.00||
"11471"|"4"|1.00|"slice"|8.00||
"11471"|"5"|1.00|"can (303 x 406)"|241.00||
"11473"|"1"|1.00|"cup slices"|130.00||
"11474"|"1"|1.00|"cup slices"|192.00||
"11475"|"1"|1.00|"cup slices"|130.00||
"11476"|"1"|1.00|"cup, mashed"|240.00||
"11476"|"2"|1.00|"cup, sliced"|180.00||
"11477"|"1"|1.00|"cup, chopped"|124.00||
"11477"|"2"|1.00|"cup, sliced"|113.00||
"11477"|"3"|1.00|"large"|323.00||
"11477"|"4"|1.00|"medium"|196.00||
"11477"|"5"|1.00|"slice"|9.90||
"11477"|"6"|1.00|"small"|118.00||
"11478"|"1"|1.00|"cup, sliced"|180.00||
"11478"|"2"|0.50|"cup, mashed"|120.00||
"11479"|"1"|1.00|"package (10 oz)"|284.00||
"11479"|"2"|1.00|"package (3 lb)"|1361.00||
"11480"|"1"|1.00|"cup"|223.00||
"11481"|"1"|1.00|"cup"|227.00||
"11482"|"1"|1.00|"cup, cubes"|140.00||
"11482"|"2"|1.00|"squash (4 inch dia)"|431.00||
"11483"|"1"|1.00|"cup, cubes"|205.00||
"11484"|"1"|1.00|"cup, mashed"|245.00||
"11485"|"1"|1.00|"cup, cubes"|140.00||
"11486"|"1"|1.00|"cup, cubes"|205.00||
"11487"|"1"|1.00|"package (12 oz)"|340.00||
"11487"|"2"|1.00|"package (4 lb)"|1814.00||
"11488"|"1"|1.00|"cup, mashed"|240.00||
"11489"|"1"|1.00|"cup, cubes"|116.00||
"11490"|"1"|1.00|"cup, cubes"|205.00||
"11491"|"1"|1.00|"cup, mashed"|236.00||
"11492"|"1"|1.00|"cup, cubes"|101.00||
"11493"|"1"|1.00|"cup"|155.00||
"11496"|"1"|1.00|"cup"|192.00||
"11497"|"1"|1.00|"cup"|266.00||
"11499"|"1"|1.00|"cup"|255.00||
"11501"|"1"|1.00|"cup"|156.00||
"11501"|"2"|1.00|"package (10 oz)"|284.00||
"11502"|"1"|1.00|"cup"|170.00||
"11503"|"1"|1.00|"cup, chopped"|56.00||
"11503"|"2"|1.00|"shoot"|13.00||
"11504"|"1"|1.00|"cup, chopped"|98.00||
"11505"|"1"|1.00|"cup, chopped"|35.00||
"11505"|"2"|1.00|"leaf (12-1/4"" long)"|16.00||
"11506"|"1"|1.00|"cup"|64.00||
"11507"|"1"|1.00|"cup, cubes"|133.00||
"11507"|"2"|1.00|"sweetpotato, 5"" long"|130.00||
"11508"|"1"|1.00|"cup"|200.00||
"11508"|"2"|1.00|"large"|180.00||
"11508"|"3"|1.00|"medium (2"" dia, 5"" long, raw)"|114.00||
"11508"|"4"|1.00|"small"|60.00||
"11510"|"1"|1.00|"cup, mashed"|328.00||
"11510"|"2"|1.00|"medium"|151.00||
"11512"|"1"|1.00|"cup, mashed"|255.00||
"11512"|"2"|1.00|"cup pieces"|200.00||
"11514"|"1"|1.00|"cup"|255.00||
"11514"|"2"|1.00|"can (404 x 307)"|496.00||
"11516"|"1"|1.00|"cup, cubes"|176.00||
"11517"|"1"|1.00|"cup, cubes"|176.00||
"11518"|"1"|1.00|"cup, sliced"|104.00||
"11519"|"1"|1.00|"cup, sliced"|132.00||
"11520"|"1"|1.00|"cup"|28.00||
"11520"|"2"|1.00|"leaf (11"" x 6-1/2"")"|10.00||
"11521"|"1"|1.00|"cup"|145.00||
"11522"|"1"|0.50|"cup slices"|43.00||
"11522"|"2"|1.00|"shoot"|83.00||
"11523"|"1"|1.00|"cup slices"|140.00||
"11525"|"1"|1.00|"cup slices"|125.00||
"11526"|"1"|1.00|"cup slices"|137.00||
"11527"|"1"|1.00|"cup"|180.00||
"11527"|"2"|1.00|"large"|182.00||
"11527"|"3"|1.00|"medium"|123.00||
"11527"|"4"|1.00|"slice or wedge"|20.00||
"11527"|"5"|1.00|"small"|91.00||
"11529"|"1"|1.00|"cup cherry tomatoes"|149.00||
"11529"|"10"|1.00|"slice, thick/large (1/2"" thick)"|27.00||
"11529"|"11"|1.00|"wedge (1/4 of medium tomato)"|31.00||
"11529"|"12"|1.00|"slice, thin/small"|15.00||
"11529"|"13"|1.00|"NLEA serving"|148.00||
"11529"|"2"|1.00|"cup, chopped or sliced"|180.00||
"11529"|"3"|1.00|"Italian tomato"|62.00||
"11529"|"4"|1.00|"cherry"|17.00||
"11529"|"5"|1.00|"large whole (3"" dia)"|182.00||
"11529"|"6"|1.00|"medium whole (2-3/5"" dia)"|123.00||
"11529"|"7"|1.00|"slice, medium (1/4"" thick)"|20.00||
"11529"|"8"|1.00|"plum tomato"|62.00||
"11529"|"9"|1.00|"small whole (2-2/5"" dia)"|91.00||
"11530"|"1"|1.00|"cup"|240.00||
"11530"|"2"|2.00|"medium"|246.00||
"11531"|"1"|1.00|"cup"|240.00||
"11531"|"2"|1.00|"tbsp"|15.00||
"11531"|"3"|1.00|"can"|190.00||
"11531"|"4"|1.00|"large"|164.00||
"11531"|"5"|1.00|"medium"|111.00||
"11531"|"6"|1.00|"small"|82.00||
"11533"|"1"|1.00|"cup"|255.00||
"11537"|"1"|1.00|"cup"|241.00||
"11540"|"1"|1.00|"cup"|243.00||
"11540"|"2"|6.00|"fl oz"|182.00||
"11546"|"1"|1.00|"cup"|262.00||
"11546"|"2"|1.00|"tbsp"|16.00||
"11546"|"3"|1.00|"can (6 oz)"|170.00||
"11547"|"1"|1.00|"cup"|250.00||
"11547"|"2"|1.00|"can (29 oz) (401 x 411)"|822.00||
"11549"|"1"|1.00|"cup"|245.00||
"11551"|"1"|1.00|"cup"|245.00||
"11553"|"1"|1.00|"cup"|245.00||
"11555"|"1"|0.50|"cup"|122.00||
"11555"|"2"|1.00|"can, 15 oz (303 x 406)"|425.00||
"11557"|"1"|1.00|"cup"|250.00||
"11557"|"2"|1.00|"can, 15 oz (303 x 406)"|411.00||
"11559"|"1"|1.00|"cup"|244.00||
"11559"|"2"|1.00|"can, 15 oz (303 x 406)"|425.00||
"11563"|"1"|0.50|"cup, chopped"|71.00||
"11563"|"2"|1.00|"frond (6-1/2"" long)"|31.00||
"11564"|"1"|1.00|"cup, cubes"|130.00||
"11564"|"2"|1.00|"large"|183.00||
"11564"|"3"|1.00|"medium"|122.00||
"11564"|"4"|1.00|"slice"|15.00||
"11564"|"5"|1.00|"small"|61.00||
"11564"|"6"|0.50|"cup, cubes"|65.00||
"11565"|"1"|1.00|"cup, cubes"|156.00||
"11565"|"2"|1.00|"cup, mashed"|230.00||
"11566"|"1"|1.00|"package, mashed (10 oz)"|284.00||
"11566"|"2"|0.33|"package, mashed (10 oz)"|94.00||
"11567"|"1"|1.00|"cup"|156.00||
"11568"|"1"|1.00|"cup, chopped"|55.00||
"11569"|"1"|1.00|"cup, chopped"|144.00||
"11570"|"1"|0.50|"cup"|117.00||
"11570"|"2"|1.00|"can, 15 oz (303 x 406)"|425.00||
"11574"|"1"|0.50|"cup, chopped or diced"|82.00||
"11574"|"2"|1.00|"package (10 oz)"|284.00||
"11575"|"1"|1.00|"cup"|164.00||
"11575"|"2"|1.00|"package (10 oz) yields"|220.00||
"11576"|"1"|1.00|"package (10 oz)"|284.00||
"11576"|"2"|1.00|"package (3 lb)"|1361.00||
"11577"|"1"|1.00|"cup"|163.00||
"11578"|"1"|1.00|"cup"|242.00||
"11578"|"2"|6.00|"fl oz"|182.00||
"11579"|"1"|1.00|"cup"|245.00||
"11581"|"1"|1.00|"cup"|163.00||
"11583"|"1"|1.00|"package (10 oz)"|284.00||
"11583"|"2"|1.00|"pack (2-1/2 lb)"|1134.00||
"11584"|"1"|1.00|"package (10 oz) yields"|275.00||
"11584"|"2"|0.50|"cup"|91.00||
"11588"|"1"|0.50|"cup slices"|62.00||
"11588"|"2"|4.00|"waterchestnuts"|36.00||
"11590"|"1"|0.50|"cup slices"|70.00||
"11590"|"2"|4.00|"waterchestnuts"|28.00||
"11591"|"1"|1.00|"cup, chopped"|34.00||
"11591"|"2"|1.00|"sprig"|2.50||
"11591"|"3"|10.00|"sprigs"|25.00||
"11593"|"1"|1.00|"cup, cubes"|132.00||
"11593"|"2"|1.00|"waxgourd"|5700.00||
"11594"|"1"|1.00|"cup, cubes"|175.00||
"11595"|"1"|1.00|"cup slices"|44.00||
"11595"|"2"|1.00|"pod"|16.00||
"11596"|"1"|1.00|"cup"|62.00||
"11601"|"1"|1.00|"cup, cubes"|150.00||
"11602"|"1"|1.00|"cup, cubes"|136.00||
"11602"|"2"|0.50|"cup, cubes"|68.00||
"11603"|"1"|1.00|"cup slices"|120.00||
